Season,WTeamID,wins,LTeamID,losses,games,PointsFor,PointsAgainst,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,FGprct
2005,1368.0,19.0,1368.0,8.0,27.0,1655,1520,606,1340,91,308,352,559,290,549,298,383,246,103,477,0.45223880597014926
2005,1369.0,11.0,1369.0,14.0,25.0,1724,1705,621,1347,161,431,321,462,226,541,354,330,198,102,389,0.4610244988864143
2005,1371.0,12.0,1371.0,16.0,28.0,1756,1785,636,1584,144,422,340,478,378,652,351,392,188,96,546,0.4015151515151515
2005,1372.0,9.0,1372.0,15.0,24.0,1474,1524,517,1226,104,305,336,475,294,483,257,355,122,39,463,0.42169657422512236
2005,1373.0,6.0,1373.0,24.0,30.0,1922,2190,662,1763,179,622,419,600,412,707,356,460,211,61,667,0.3754963131026659
2005,1374.0,13.0,1374.0,14.0,27.0,1870,1830,692,1538,110,324,376,539,339,590,359,372,232,89,484,0.44993498049414826
2005,1375.0,7.0,1375.0,18.0,25.0,1514,1663,503,1226,176,510,332,513,246,543,265,408,177,70,503,0.4102773246329527
2005,1376.0,15.0,1376.0,13.0,28.0,1913,1809,729,1567,144,439,311,502,345,607,373,368,217,121,485,0.4652201659221442
2005,1378.0,13.0,1378.0,16.0,29.0,1966,1944,675,1538,167,469,449,648,326,668,376,441,207,99,589,0.4388816644993498
2005,1379.0,8.0,1379.0,17.0,25.0,1656,1814,566,1324,128,372,396,535,255,558,278,347,171,35,458,0.42749244712990936
2005,1380.0,12.0,1380.0,15.0,27.0,1727,1785,629,1546,124,450,345,543,351,649,347,477,206,87,514,0.40685640362225095
2005,1381.0,11.0,1381.0,15.0,26.0,1791,1928,653,1456,203,496,282,440,263,520,409,361,240,52,487,0.448489010989011
2005,1382.0,2.0,1382.0,26.0,28.0,1718,2168,623,1596,146,479,326,499,340,570,343,426,160,43,539,0.39035087719298245
2005,1383.0,13.0,1383.0,15.0,28.0,1961,1964,693,1552,218,587,357,562,266,593,391,419,233,114,564,0.44652061855670105
2005,1384.0,14.0,1384.0,13.0,27.0,1877,1931,684,1442,162,402,347,473,274,552,437,391,168,61,446,0.47434119278779474
2005,1385.0,9.0,1385.0,18.0,27.0,1738,1804,648,1506,112,358,330,492,366,602,332,442,222,111,518,0.4302788844621514
2005,1386.0,19.0,1386.0,11.0,30.0,1933,1787,648,1498,234,624,403,628,332,702,436,422,167,153,515,0.4325767690253672
2005,1387.0,9.0,1387.0,21.0,30.0,1693,1824,615,1504,124,421,339,508,270,724,381,395,190,56,501,0.4089095744680851
2005,1388.0,23.0,1388.0,8.0,31.0,2169,2023,726,1656,215,607,502,698,376,735,351,482,187,103,567,0.4384057971014493
2005,1389.0,15.0,1389.0,13.0,28.0,2200,2163,771,1813,213,642,445,642,408,628,404,376,245,71,563,0.42526199669056813
2005,1390.0,18.0,1390.0,12.0,30.0,2103,2041,750,1715,120,345,483,653,368,711,368,422,202,84,541,0.43731778425655976
2005,1391.0,9.0,1391.0,17.0,26.0,1728,1903,613,1441,118,367,384,544,332,567,272,410,207,46,474,0.4253990284524636
2005,1392.0,12.0,1392.0,17.0,29.0,1793,1907,625,1550,156,458,387,549,312,687,308,402,175,72,514,0.4032258064516129
2005,1393.0,27.0,1393.0,6.0,33.0,2491,2137,923,1901,153,487,492,741,456,797,517,441,267,154,526,0.4855339295107838
2005,1394.0,16.0,1394.0,8.0,24.0,1724,1588,627,1292,135,347,335,447,270,572,416,401,160,101,414,0.4852941176470588
2005,1395.0,18.0,1395.0,13.0,31.0,2178,2106,729,1777,245,693,475,798,399,729,406,446,262,52,629,0.41024198086662916
2005,1396.0,16.0,1396.0,13.0,29.0,1864,1783,649,1661,175,643,391,591,427,619,286,265,226,93,466,0.39072847682119205
2005,1397.0,14.0,1397.0,17.0,31.0,2138,2135,763,1677,222,579,390,566,319,695,419,432,227,98,552,0.45497912939773405
2005,1398.0,12.0,1398.0,16.0,28.0,2074,2165,750,1687,204,574,370,540,368,633,407,440,214,113,560,0.44457617071724953
2005,1399.0,15.0,1399.0,11.0,26.0,1876,1820,656,1429,157,451,407,572,319,603,351,444,216,101,536,0.45906228131560534
2005,1400.0,19.0,1400.0,10.0,29.0,2243,2001,761,1658,228,594,493,708,390,755,388,412,176,123,509,0.4589867310012063
2005,1401.0,17.0,1401.0,9.0,26.0,1909,1682,660,1351,165,421,424,631,285,634,428,364,157,89,586,0.48852701702442636
2005,1402.0,10.0,1402.0,14.0,24.0,1605,1693,562,1266,152,414,329,469,268,539,269,362,148,42,477,0.4439178515007899
2005,1403.0,20.0,1403.0,10.0,30.0,2326,2087,847,1790,137,341,495,648,341,705,505,386,233,119,511,0.4731843575418994
2005,1404.0,4.0,1404.0,21.0,25.0,1643,1941,581,1412,110,379,371,551,329,507,273,387,191,64,443,0.4114730878186969
2005,1405.0,15.0,1405.0,13.0,28.0,1965,1919,706,1563,189,544,364,518,301,571,402,398,271,77,570,0.45169545745361483
2005,1406.0,5.0,1406.0,24.0,29.0,1803,2035,622,1587,184,571,375,570,354,661,377,422,168,89,572,0.39193446754883426
2005,1407.0,11.0,1407.0,18.0,29.0,2133,2260,756,1773,321,885,300,443,291,571,446,370,294,79,491,0.4263959390862944
2005,1408.0,9.0,1408.0,18.0,27.0,1791,1989,644,1499,157,509,346,481,312,686,409,468,147,109,532,0.4296197464976651
2005,1409.0,9.0,1409.0,20.0,29.0,2070,2096,757,1694,159,470,397,575,297,744,411,439,213,165,625,0.44687131050767415
2005,1410.0,8.0,1410.0,16.0,24.0,1596,1783,527,1289,162,492,380,540,303,562,279,398,149,60,465,0.40884406516679594
2005,1411.0,10.0,1411.0,15.0,25.0,1630,1719,560,1369,118,400,392,608,345,671,292,427,129,80,475,0.40905770635500366
2005,1412.0,21.0,1412.0,10.0,31.0,2412,2218,852,1873,204,579,504,722,364,659,486,415,365,95,600,0.4548852108916177
2005,1413.0,10.0,1413.0,17.0,27.0,1816,1957,619,1422,213,576,365,490,219,525,332,383,164,30,584,0.4353023909985935
2005,1414.0,15.0,1414.0,13.0,28.0,1885,1893,679,1493,154,444,373,533,263,682,419,376,133,71,497,0.4547890154052244
2005,1415.0,8.0,1415.0,19.0,27.0,1643,1816,567,1391,154,479,355,513,277,615,358,416,136,58,500,0.4076204169662114
2005,1416.0,21.0,1416.0,8.0,29.0,1980,1888,679,1475,241,658,381,546,347,671,444,440,193,119,551,0.4603389830508475
2005,1417.0,18.0,1417.0,10.0,28.0,2072,2000,722,1594,180,518,448,619,334,707,401,451,164,72,517,0.45294855708908405
2005,1418.0,19.0,1418.0,10.0,29.0,2098,1978,752,1697,190,569,404,607,413,614,351,449,272,84,562,0.4431349440188568
2005,1419.0,5.0,1419.0,19.0,24.0,1503,1712,544,1303,138,400,277,439,283,510,294,390,151,68,464,0.4174980813507291
2005,1420.0,10.0,1420.0,18.0,28.0,1693,1866,610,1543,143,460,330,529,351,632,367,367,165,77,507,0.3953337653920933
2005,1421.0,9.0,1421.0,17.0,26.0,1824,1997,641,1522,187,542,355,509,337,582,385,414,178,104,486,0.4211563731931669
2005,1422.0,15.0,1422.0,12.0,27.0,1884,1999,671,1539,111,377,431,622,328,635,290,478,228,157,444,0.4359974009096816
2005,1423.0,19.0,1423.0,10.0,29.0,1886,1840,652,1603,199,552,383,537,321,682,371,340,199,37,573,0.4067373674360574
2005,1424.0,15.0,1424.0,13.0,28.0,2025,2010,722,1633,183,527,398,567,323,695,384,407,168,105,563,0.4421310471524801
2005,1425.0,12.0,1425.0,17.0,29.0,2159,2228,805,1802,233,636,316,528,400,629,436,480,241,76,578,0.4467258601553829
2005,1426.0,9.0,1426.0,15.0,24.0,1650,1773,552,1219,144,409,402,572,232,599,300,466,141,76,486,0.4528301886792453
2005,1427.0,12.0,1427.0,13.0,25.0,1887,1898,685,1500,130,361,387,620,350,672,370,441,184,109,508,0.45666666666666667
2005,1428.0,25.0,1428.0,5.0,30.0,2021,1708,711,1398,130,353,469,641,319,700,433,433,178,85,434,0.5085836909871244
2005,1429.0,24.0,1429.0,7.0,31.0,2262,1782,831,1566,178,454,422,609,295,768,534,384,173,89,425,0.5306513409961686
2005,1430.0,14.0,1430.0,12.0,26.0,1735,1740,620,1462,165,462,330,462,286,548,303,298,161,84,465,0.4240766073871409
2005,1431.0,25.0,1431.0,7.0,32.0,2421,2128,830,1790,193,521,568,717,355,738,528,396,236,90,538,0.46368715083798884
2005,1433.0,19.0,1433.0,12.0,31.0,2178,2050,771,1753,209,595,427,618,345,727,414,397,215,127,618,0.43981745579007414
2005,1434.0,15.0,1434.0,16.0,31.0,2178,2265,755,1661,207,498,461,630,338,735,470,474,147,38,597,0.45454545454545453
2005,1435.0,18.0,1435.0,13.0,31.0,2220,2004,789,1688,297,770,345,508,291,745,497,449,211,94,600,0.4674170616113744
2005,1436.0,24.0,1436.0,6.0,30.0,2178,1858,761,1723,255,708,401,557,361,776,474,356,202,57,475,0.4416715031921068
2005,1437.0,22.0,1437.0,7.0,29.0,2139,1817,739,1668,206,558,455,614,414,655,359,366,239,165,534,0.4430455635491607
2005,1438.0,14.0,1438.0,15.0,29.0,2112,2203,745,1736,189,572,433,628,339,695,364,397,200,105,599,0.42914746543778803
2005,1439.0,15.0,1439.0,13.0,28.0,1934,1928,712,1644,157,437,353,544,337,599,373,381,255,130,522,0.43309002433090027
2005,1440.0,7.0,1440.0,18.0,25.0,1600,1790,578,1341,109,362,335,504,268,555,276,427,188,55,450,0.43102162565249813
2005,1441.0,5.0,1441.0,22.0,27.0,1799,2079,656,1609,162,510,325,536,362,648,359,492,214,115,546,0.4077066500932256
2005,1442.0,9.0,1442.0,17.0,26.0,1718,1814,595,1329,154,434,374,556,278,568,333,406,187,62,458,0.4477050413844996
2005,1443.0,20.0,1443.0,8.0,28.0,2130,1970,775,1679,218,583,362,515,383,586,381,373,216,109,512,0.4615842763549732
2005,1444.0,18.0,1444.0,12.0,30.0,2189,2034,743,1728,229,615,474,666,431,736,389,401,191,49,539,0.42997685185185186
2005,1447.0,13.0,1447.0,17.0,30.0,1862,1950,692,1628,140,467,338,551,375,724,360,430,190,94,503,0.4250614250614251
2005,1448.0,26.0,1448.0,5.0,31.0,2626,2276,905,1837,234,578,582,849,433,796,492,451,267,113,598,0.492651061513337
2005,1449.0,26.0,1449.0,5.0,31.0,2673,2276,977,2018,231,592,488,666,467,696,600,453,259,81,641,0.48414271555996036
2005,1450.0,12.0,1450.0,16.0,28.0,1566,1594,580,1447,167,505,239,385,256,612,358,388,201,85,512,0.4008293020041465
2005,1451.0,13.0,1451.0,16.0,29.0,1888,1946,679,1545,153,473,377,520,312,686,390,389,128,44,465,0.4394822006472492
2005,1452.0,21.0,1452.0,10.0,31.0,2177,2037,759,1716,277,795,382,517,307,644,502,353,253,116,454,0.4423076923076923
2005,1453.0,16.0,1453.0,11.0,27.0,1811,1861,639,1423,175,462,358,486,246,600,364,356,153,54,487,0.44905130007027405
2005,1454.0,22.0,1454.0,5.0,27.0,1995,1730,691,1570,209,604,404,577,360,629,365,369,224,95,525,0.44012738853503186
2005,1455.0,20.0,1455.0,9.0,29.0,2068,1917,693,1503,211,565,471,652,326,733,444,402,148,73,552,0.46107784431137727
2005,1456.0,8.0,1456.0,21.0,29.0,1880,2129,625,1516,149,489,481,663,327,690,373,500,160,75,540,0.41226912928759896
2005,1457.0,24.0,1457.0,5.0,29.0,1936,1712,656,1494,195,541,429,627,324,681,402,406,229,109,549,0.4390896921017403
2005,1458.0,22.0,1458.0,8.0,30.0,2015,1789,696,1592,217,563,406,608,315,737,392,344,164,59,460,0.4371859296482412
2005,1459.0,10.0,1459.0,14.0,24.0,1687,1751,611,1362,142,425,323,504,257,531,349,335,203,56,437,0.4486049926578561
2005,1460.0,15.0,1460.0,15.0,30.0,1918,1938,690,1484,130,371,408,610,317,664,348,410,137,50,481,0.46495956873315364
2005,1461.0,15.0,1461.0,13.0,28.0,1986,1986,684,1547,159,472,459,687,362,720,335,452,170,144,564,0.4421460892049127
2005,1462.0,17.0,1462.0,12.0,29.0,2033,1886,690,1521,211,599,442,604,331,642,440,398,166,93,516,0.4536489151873767
2005,1463.0,11.0,1463.0,16.0,27.0,1831,1902,652,1492,129,382,398,606,293,674,372,390,175,78,486,0.43699731903485256
2005,1464.0,3.0,1464.0,23.0,26.0,1533,1889,536,1325,127,404,334,508,273,525,259,405,136,104,472,0.40452830188679245
2006,1102.0,22.0,1102.0,6.0,28.0,1778,1528,614,1276,241,607,309,414,190,498,397,306,224,59,431,0.48119122257053293
2006,1103.0,21.0,1103.0,9.0,30.0,2144,1984,730,1627,225,630,459,631,330,664,469,377,181,89,569,0.4486785494775661
2006,1104.0,17.0,1104.0,12.0,29.0,2029,1947,711,1568,160,471,447,633,363,710,354,392,184,146,401,0.4534438775510204
2006,1105.0,11.0,1105.0,12.0,23.0,1701,1671,587,1406,144,447,383,587,297,585,279,360,189,132,453,0.4174964438122333
2006,1106.0,12.0,1106.0,18.0,30.0,1985,2117,689,1686,174,559,433,690,395,674,308,476,179,83,640,0.40865954922894426
2006,1107.0,21.0,1107.0,10.0,31.0,2135,1993,719,1608,219,574,478,674,341,712,391,439,198,80,592,0.44713930348258707
2006,1108.0,8.0,1108.0,20.0,28.0,1848,2046,652,1544,170,526,374,570,317,681,337,512,195,85,613,0.422279792746114
2006,1110.0,12.0,1110.0,17.0,29.0,1850,1971,655,1573,165,486,375,543,366,641,379,452,190,89,548,0.41640178003814365
2006,1111.0,12.0,1111.0,16.0,28.0,1908,1987,656,1561,226,642,370,521,337,600,376,432,210,101,538,0.4202434336963485
2006,1112.0,19.0,1112.0,12.0,31.0,2261,2110,846,1913,132,418,437,624,422,648,458,418,306,117,511,0.4422373235755358
2006,1113.0,11.0,1113.0,17.0,28.0,1878,1958,655,1520,158,418,410,568,310,617,403,422,180,90,562,0.4309210526315789
2006,1114.0,13.0,1114.0,15.0,28.0,1794,1837,611,1489,121,383,451,657,378,593,393,441,217,70,506,0.41034251175285424
2006,1115.0,11.0,1115.0,16.0,27.0,1656,1701,604,1513,133,430,315,467,266,676,292,423,205,117,519,0.39920687376074027
2006,1116.0,22.0,1116.0,9.0,31.0,2304,2017,822,1790,177,521,483,696,378,708,482,415,262,190,525,0.4592178770949721
2006,1117.0,10.0,1117.0,18.0,28.0,2013,2126,728,1560,159,442,398,607,296,666,374,435,168,70,523,0.4666666666666667
2006,1119.0,3.0,1119.0,22.0,25.0,1362,1717,476,1212,137,396,273,396,204,520,271,392,136,40,502,0.3927392739273927
2006,1120.0,12.0,1120.0,16.0,28.0,1836,1896,654,1509,194,545,334,529,347,577,378,446,226,118,550,0.43339960238568587
2006,1122.0,17.0,1122.0,14.0,31.0,2228,2209,765,1680,170,508,528,707,326,692,435,447,217,93,576,0.45535714285714285
2006,1123.0,8.0,1123.0,18.0,26.0,1626,1702,578,1357,138,384,332,503,296,560,299,375,178,92,594,0.42593957258658804
2006,1124.0,4.0,1124.0,13.0,17.0,1074,1233,367,923,134,360,206,298,170,372,186,259,105,72,340,0.39761646803900325
2006,1125.0,20.0,1125.0,10.0,30.0,2455,2278,880,1760,257,673,438,630,355,717,509,489,232,107,596,0.5
2006,1126.0,15.0,1126.0,15.0,30.0,1962,2057,706,1675,172,527,378,614,337,661,369,458,276,60,584,0.42149253731343284
2006,1127.0,16.0,1127.0,13.0,29.0,1812,1783,616,1612,179,590,401,541,344,633,293,345,203,49,564,0.38213399503722084
2006,1128.0,17.0,1128.0,9.0,26.0,1740,1680,586,1290,196,535,372,549,277,560,326,321,151,39,473,0.4542635658914729
2006,1129.0,13.0,1129.0,15.0,28.0,2013,2003,714,1624,222,608,363,511,281,715,399,437,158,59,519,0.4396551724137931
2006,1130.0,25.0,1130.0,7.0,32.0,2385,2140,844,1725,192,515,505,752,417,709,570,426,190,137,528,0.48927536231884056
2006,1131.0,12.0,1131.0,16.0,28.0,1650,1669,593,1449,150,450,314,474,312,646,377,376,187,84,489,0.40924775707384403
2006,1132.0,7.0,1132.0,21.0,28.0,1812,2042,609,1412,198,528,396,550,223,547,375,464,175,42,674,0.43130311614730876
2006,1133.0,20.0,1133.0,10.0,30.0,2146,1929,783,1762,167,508,413,575,378,753,496,456,276,145,562,0.4443813847900113
2006,1135.0,10.0,1135.0,17.0,27.0,1613,1740,545,1317,133,473,390,591,263,604,338,434,190,80,464,0.4138192862566439
2006,1137.0,25.0,1137.0,4.0,29.0,1923,1614,667,1416,175,452,414,599,270,649,423,420,253,49,509,0.471045197740113
2006,1138.0,18.0,1138.0,13.0,31.0,2221,2186,732,1679,203,552,554,736,385,652,386,502,244,69,609,0.43597379392495533
2006,1139.0,19.0,1139.0,12.0,31.0,2138,1913,743,1609,283,725,369,528,237,565,416,277,193,73,532,0.4617775015537601
2006,1140.0,19.0,1140.0,8.0,27.0,2077,1955,729,1586,191,487,428,591,311,645,427,388,186,96,548,0.45964691046658257
2006,1141.0,3.0,1141.0,24.0,27.0,1592,1899,555,1380,136,468,346,510,295,575,269,517,167,118,554,0.40217391304347827
2006,1142.0,8.0,1142.0,19.0,27.0,1748,1910,605,1458,210,590,328,471,317,611,303,408,142,54,504,0.4149519890260631
2006,1143.0,20.0,1143.0,10.0,30.0,2076,1942,697,1551,164,436,518,706,292,684,393,371,155,82,500,0.44938749194068345
2006,1144.0,10.0,1144.0,18.0,28.0,2319,2408,807,1837,276,787,429,671,441,657,476,509,208,73,596,0.43930321175830156
2006,1145.0,9.0,1145.0,20.0,29.0,2050,2173,749,1653,192,556,360,497,312,639,394,394,214,84,500,0.4531155474894132
2006,1147.0,3.0,1147.0,23.0,26.0,1712,2019,611,1405,165,453,325,457,277,546,387,452,171,66,505,0.43487544483985763
2006,1148.0,18.0,1148.0,11.0,29.0,2102,1968,721,1624,230,598,430,596,380,614,428,372,191,68,448,0.44396551724137934
2006,1149.0,10.0,1149.0,15.0,25.0,1683,1786,580,1414,169,510,354,524,301,539,299,331,179,68,503,0.4101838755304102
2006,1150.0,18.0,1150.0,12.0,30.0,2077,1999,709,1760,258,699,401,620,438,707,422,382,208,77,531,0.4028409090909091
2006,1151.0,15.0,1151.0,13.0,28.0,1941,2006,663,1519,161,503,454,696,299,704,350,403,197,65,468,0.43647136273864384
2006,1152.0,11.0,1152.0,19.0,30.0,2060,2212,711,1712,204,556,434,630,383,591,370,408,241,98,627,0.415303738317757
2006,1153.0,18.0,1153.0,12.0,30.0,2222,2089,799,1878,178,555,446,593,392,720,392,353,215,170,516,0.42545260915867944
2006,1154.0,6.0,1154.0,21.0,27.0,1688,2041,577,1505,169,553,365,579,346,543,286,406,192,86,552,0.3833887043189369
2006,1155.0,17.0,1155.0,12.0,29.0,2140,1985,769,1779,210,671,392,640,431,637,405,444,318,127,568,0.43226531759415404
2006,1156.0,8.0,1156.0,18.0,26.0,1643,1845,592,1498,147,455,312,488,341,567,338,420,206,66,538,0.3951935914552737
2006,1157.0,16.0,1157.0,10.0,26.0,1800,1766,634,1394,191,544,341,453,289,554,371,355,181,55,471,0.45480631276901007
2006,1158.0,15.0,1158.0,11.0,26.0,1859,1772,669,1532,140,461,381,576,395,654,335,418,197,64,481,0.4366840731070496
2006,1159.0,9.0,1159.0,19.0,28.0,1618,1743,571,1413,172,522,304,445,302,607,294,452,163,76,529,0.4041047416843595
2006,1160.0,20.0,1160.0,9.0,29.0,2244,2028,812,1866,236,682,384,585,459,733,485,407,247,167,560,0.43515541264737406
2006,1161.0,14.0,1161.0,15.0,29.0,2105,2083,733,1517,167,435,472,645,298,683,436,501,200,187,591,0.4831905075807515
2006,1162.0,10.0,1162.0,16.0,26.0,1647,1777,575,1317,152,423,345,472,270,617,319,433,128,48,537,0.43659832953682615
2006,1163.0,27.0,1163.0,3.0,30.0,2440,1963,872,1863,159,444,537,765,489,860,478,426,199,280,462,0.46806226516371446
2006,1164.0,12.0,1164.0,18.0,30.0,1919,2064,667,1668,173,524,412,599,306,615,293,391,240,53,551,0.3998800959232614
2006,1165.0,12.0,1165.0,15.0,27.0,1684,1724,582,1382,193,525,327,457,252,612,338,380,186,69,492,0.4211287988422576
2006,1166.0,19.0,1166.0,9.0,28.0,1859,1712,620,1478,197,552,422,614,320,642,367,374,230,90,477,0.41948579161028415
2006,1168.0,15.0,1168.0,13.0,28.0,2196,2131,805,1735,216,561,370,559,371,692,419,422,195,59,528,0.46397694524495675
2006,1169.0,10.0,1169.0,17.0,27.0,1869,2017,631,1474,148,429,459,631,294,585,359,479,203,79,553,0.4280868385345997
2006,1170.0,13.0,1170.0,15.0,28.0,2109,2116,739,1731,203,588,428,602,365,547,334,338,262,101,637,0.4269208549971115
2006,1171.0,6.0,1171.0,21.0,27.0,1632,1815,609,1470,167,461,247,356,286,552,330,368,189,95,536,0.4142857142857143
2006,1172.0,17.0,1172.0,10.0,27.0,2041,1895,722,1606,233,644,364,474,331,709,477,359,121,42,495,0.44956413449564137
2006,1173.0,13.0,1173.0,17.0,30.0,1901,1870,695,1626,184,484,327,493,367,709,400,419,147,86,567,0.4274292742927429
2006,1174.0,9.0,1174.0,21.0,30.0,1983,2126,689,1679,214,621,391,603,366,701,389,486,229,107,637,0.4103633114949375
2006,1175.0,20.0,1175.0,13.0,33.0,1902,1887,650,1511,191,551,411,607,323,556,350,424,256,89,519,0.4301786896095301
2006,1176.0,16.0,1176.0,15.0,31.0,2060,2045,723,1629,177,490,437,583,287,799,412,461,151,129,475,0.4438305709023941
2006,1177.0,12.0,1177.0,15.0,27.0,1752,1812,641,1459,144,457,326,466,295,605,341,327,148,105,413,0.4393420150788211
2006,1178.0,14.0,1178.0,16.0,30.0,1898,1971,710,1609,139,391,339,485,384,639,349,410,140,98,563,0.44126786824114356
2006,1179.0,10.0,1179.0,19.0,29.0,1952,2036,675,1594,150,431,452,629,406,619,365,457,233,70,488,0.4234629861982434
2006,1180.0,15.0,1180.0,16.0,31.0,1930,1851,680,1745,175,526,395,589,429,754,366,418,208,164,559,0.38968481375358166
2006,1181.0,30.0,1181.0,3.0,33.0,2723,2276,916,1853,258,652,633,832,315,771,507,442,315,179,577,0.49433351322180247
2006,1182.0,3.0,1182.0,24.0,27.0,1786,2091,650,1536,166,482,320,438,290,587,396,382,122,92,514,0.4231770833333333
2006,1183.0,6.0,1183.0,21.0,27.0,1599,1834,585,1400,143,374,286,389,280,578,354,403,175,68,473,0.41785714285714287
2006,1184.0,13.0,1184.0,16.0,29.0,2017,2128,718,1554,221,606,360,521,290,563,392,382,207,64,405,0.462033462033462
2006,1185.0,7.0,1185.0,21.0,28.0,1835,2016,623,1394,179,500,410,574,289,596,361,486,168,52,549,0.4469153515064562
2006,1186.0,14.0,1186.0,15.0,29.0,2134,2158,765,1580,159,437,445,650,323,625,454,460,188,124,551,0.48417721518987344
2006,1187.0,6.0,1187.0,20.0,26.0,1580,1746,524,1366,156,528,376,573,320,579,336,404,178,40,500,0.383601756954612
2006,1189.0,12.0,1189.0,14.0,26.0,1691,1796,587,1357,159,494,358,520,266,616,345,407,183,68,485,0.43257184966838613
2006,1190.0,15.0,1190.0,13.0,28.0,2284,2178,862,1827,163,496,397,616,409,678,341,468,288,76,489,0.47181171319102355
2006,1191.0,10.0,1191.0,19.0,29.0,1895,2058,640,1517,188,583,427,590,270,711,378,480,135,77,578,0.4218852999340804
2006,1192.0,19.0,1192.0,11.0,30.0,2204,2135,813,1785,192,546,386,597,345,749,474,444,223,188,503,0.45546218487394957
2006,1193.0,9.0,1193.0,19.0,28.0,2018,2191,705,1658,232,614,376,503,314,583,361,325,192,67,554,0.425211097708082
2006,1194.0,15.0,1194.0,13.0,28.0,2055,2037,746,1572,216,541,347,506,311,587,441,422,226,55,513,0.47455470737913485
2006,1196.0,27.0,1196.0,6.0,33.0,2616,2138,912,1795,244,619,548,746,350,813,562,491,265,163,532,0.5080779944289694
2006,1197.0,13.0,1197.0,17.0,30.0,1998,2163,691,1585,134,436,482,687,374,689,308,541,249,49,516,0.4359621451104101
2006,1198.0,7.0,1198.0,20.0,27.0,1655,1886,578,1419,159,472,340,563,294,649,320,482,164,90,629,0.4073291050035236
2006,1199.0,19.0,1199.0,9.0,28.0,2167,1945,753,1564,177,466,484,684,310,624,383,451,253,70,537,0.48145780051150894
2006,1200.0,16.0,1200.0,16.0,32.0,2168,2157,746,1746,239,648,437,637,382,699,428,409,175,122,541,0.427262313860252
2006,1201.0,15.0,1201.0,13.0,28.0,2067,2063,702,1714,265,754,398,560,332,636,394,377,229,108,486,0.40956826137689617
2006,1202.0,12.0,1202.0,13.0,25.0,1731,1739,602,1341,204,559,323,441,258,560,366,361,166,66,421,0.4489187173750932
2006,1203.0,26.0,1203.0,2.0,28.0,2211,1867,793,1680,167,471,458,714,387,682,485,396,264,131,501,0.4720238095238095
2006,1204.0,18.0,1204.0,9.0,27.0,2063,1972,757,1661,179,456,370,525,327,636,409,424,225,106,550,0.4557495484647803
2006,1205.0,17.0,1205.0,12.0,29.0,2002,2073,727,1604,208,582,340,447,322,674,423,467,183,100,506,0.4532418952618454
2006,1206.0,23.0,1206.0,7.0,30.0,2082,1765,772,1596,178,506,360,539,303,744,455,396,219,106,462,0.48370927318295737
2006,1207.0,21.0,1207.0,9.0,30.0,2000,1786,719,1524,207,574,355,504,321,657,466,352,181,106,448,0.4717847769028871
2006,1208.0,15.0,1208.0,15.0,30.0,2110,2128,773,1793,209,614,355,545,394,651,377,464,272,134,586,0.43112102621305076
2006,1209.0,7.0,1209.0,22.0,29.0,1888,2068,666,1609,189,542,367,557,336,608,351,409,189,106,544,0.4139216904909882
2006,1210.0,11.0,1210.0,17.0,28.0,2012,2019,739,1608,154,399,380,570,374,668,411,499,244,116,609,0.4595771144278607
2006,1211.0,27.0,1211.0,3.0,30.0,2403,2174,819,1717,171,467,594,759,378,750,421,400,218,84,564,0.47699475829935933
2006,1212.0,12.0,1212.0,13.0,25.0,1663,1759,613,1502,124,408,313,470,323,606,245,392,169,40,554,0.4081225033288948
2006,1214.0,16.0,1214.0,15.0,31.0,2071,1978,743,1777,173,546,412,664,427,789,383,503,237,95,647,0.4181204276871131
2006,1216.0,12.0,1216.0,15.0,27.0,1809,1826,660,1515,160,483,329,524,400,623,331,430,192,71,510,0.43564356435643564
2006,1217.0,13.0,1217.0,14.0,27.0,1807,1844,603,1465,145,458,456,612,344,605,310,456,201,111,444,0.4116040955631399
2006,1218.0,17.0,1218.0,11.0,28.0,1893,1803,705,1532,146,442,337,531,314,652,415,375,176,166,452,0.4601827676240209
2006,1219.0,14.0,1219.0,13.0,27.0,1974,1991,719,1571,187,537,349,521,292,619,389,430,216,104,549,0.4576702737110121
2006,1220.0,24.0,1220.0,6.0,30.0,2204,2018,793,1718,196,542,422,648,384,704,404,410,219,129,520,0.4615832363213038
2006,1221.0,20.0,1221.0,12.0,32.0,2124,1935,718,1693,202,552,486,677,375,760,448,498,290,111,621,0.4240992321323095
2006,1222.0,19.0,1222.0,9.0,28.0,1978,1826,681,1697,249,747,367,565,363,594,388,369,330,106,562,0.40129640542133177
2006,1224.0,7.0,1224.0,22.0,29.0,1883,2049,652,1550,179,524,400,533,308,562,334,474,234,73,547,0.4206451612903226
2006,1225.0,3.0,1225.0,25.0,28.0,1675,2031,613,1528,159,491,290,438,308,549,266,373,159,37,510,0.4011780104712042
2006,1226.0,11.0,1226.0,14.0,25.0,1917,1951,649,1430,179,469,440,603,295,622,364,405,131,159,490,0.45384615384615384
2006,1227.0,16.0,1227.0,14.0,30.0,2057,2096,747,1686,122,391,441,641,417,683,389,409,199,78,475,0.4430604982206406
2006,1228.0,25.0,1228.0,6.0,31.0,2169,1801,794,1740,228,628,353,557,386,730,468,383,193,78,539,0.45632183908045976
